 
SET: rps=0.0 (overall: 0.0) avg_msec=-nan (overall: -nan)
SET: rps=75.7 (overall: 135.8) avg_msec=2999.296 (overall: 2910.322)
                                                                     
SET: rps=79.7 (overall: 135.8) avg_msec=2999.296 (overall: 2910.332)
                                                                     
SET: rps=59.8 (overall: 135.8) avg_msec=2999.296 (overall: 2910.340)
                                                                     
SET: rps=59.8 (overall: 135.8) avg_msec=2999.296 (overall: 2910.348)
                                                                     
SET: rps=59.8 (overall: 135.8) avg_msec=2999.296 (overall: 2910.355)
                                                                     
SET: rps=56.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.362)
                                                                     
SET: rps=63.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.370)
                                                                     
SET: rps=51.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.377)
                                                                     
SET: rps=59.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.384)
                                                                     
SET: rps=59.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.392)
                                                                     
SET: rps=59.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.399)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2910.407)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2910.414)
                                                                     
SET: rps=63.7 (overall: 135.6) avg_msec=2999.296 (overall: 2910.423)
                                                                     
SET: rps=67.7 (overall: 135.6) avg_msec=2999.296 (overall: 2910.431)
                                                                     
SET: rps=71.7 (overall: 135.6) avg_msec=2999.296 (overall: 2910.440)
                                                                     
SET: rps=91.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.452)
                                                                     
SET: rps=51.8 (overall: 135.6) avg_msec=2999.296 (overall: 2910.458)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2910.466)
                                                                     
SET: rps=79.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.476)
                                                                     
SET: rps=68.0 (overall: 135.5) avg_msec=2999.296 (overall: 2910.484)
                                                                     
SET: rps=63.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.492)
                                                                     
SET: rps=83.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.503)
                                                                     
SET: rps=71.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.512)
                                                                     
SET: rps=63.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.520)
                                                                     
SET: rps=59.8 (overall: 135.5) avg_msec=2999.296 (overall: 2910.527)
                                                                     
SET: rps=63.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.535)
                                                                     
SET: rps=1336.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.703)
                                                                       
SET: rps=776.9 (overall: 135.8) avg_msec=2999.296 (overall: 2910.800)
                                                                      
SET: rps=541.8 (overall: 135.9) avg_msec=2999.296 (overall: 2910.868)
                                                                      
SET: rps=366.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.914)
                                                                      
SET: rps=553.8 (overall: 136.0) avg_msec=2987.553 (overall: 2910.973)
                                                                      
SET: rps=366.5 (overall: 136.1) avg_msec=2266.652 (overall: 2910.640)
                                                                      
SET: rps=326.7 (overall: 136.1) avg_msec=1578.396 (overall: 2910.027)
                                                                      
SET: rps=278.9 (overall: 136.1) avg_msec=1797.325 (overall: 2909.589)
                                                                      
SET: rps=235.1 (overall: 136.1) avg_msec=1912.372 (overall: 2909.259)
                                                                      
SET: rps=199.2 (overall: 136.1) avg_msec=2277.007 (overall: 2909.082)
                                                                      
SET: rps=207.2 (overall: 136.2) avg_msec=2490.250 (overall: 2908.960)
                                                                      
SET: rps=167.3 (overall: 136.2) avg_msec=2651.380 (overall: 2908.899)
                                                                      
SET: rps=167.3 (overall: 136.2) avg_msec=2878.610 (overall: 2908.892)
                                                                      
SET: rps=152.0 (overall: 136.2) avg_msec=2996.170 (overall: 2908.910)
                                                                      
SET: rps=135.5 (overall: 136.2) avg_msec=2999.296 (overall: 2908.928)
                                                                      
SET: rps=163.3 (overall: 136.2) avg_msec=2999.296 (overall: 2908.948)
                                                                      
SET: rps=147.4 (overall: 136.2) avg_msec=2999.296 (overall: 2908.967)
                                                                      
SET: rps=159.4 (overall: 136.2) avg_msec=2999.296 (overall: 2908.987)
                                                                      
SET: rps=160.0 (overall: 136.2) avg_msec=2999.296 (overall: 2909.008)
                                                                      
SET: rps=115.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.022)
                                                                      
SET: rps=155.4 (overall: 136.2) avg_msec=2999.296 (overall: 2909.042)
                                                                      
SET: rps=111.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.056)
                                                                      
SET: rps=175.3 (overall: 136.2) avg_msec=2999.296 (overall: 2909.078)
                                                                      
SET: rps=146.8 (overall: 136.2) avg_msec=2999.296 (overall: 2909.097)
                                                                      
SET: rps=151.4 (overall: 136.2) avg_msec=2999.296 (overall: 2909.116)
                                                                      
SET: rps=120.0 (overall: 136.2) avg_msec=2999.296 (overall: 2909.131)
                                                                      
SET: rps=115.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.146)
                                                                      
SET: rps=123.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.162)
                                                                      
SET: rps=127.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.178)
                                                                      
SET: rps=107.1 (overall: 136.2) avg_msec=2999.296 (overall: 2909.191)
                                                                      
SET: rps=128.0 (overall: 136.2) avg_msec=2999.296 (overall: 2909.207)
                                                                      
SET: rps=135.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.225)
                                                                      
SET: rps=135.5 (overall: 136.2) avg_msec=2999.296 (overall: 2909.242)
                                                                      
SET: rps=103.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.255)
                                                                      
SET: rps=91.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.266)
                                                                     
SET: rps=111.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.280)
                                                                      
SET: rps=107.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.294)
                                                                      
SET: rps=111.6 (overall: 136.2) avg_msec=2999.296 (overall: 2909.308)
                                                                      
SET: rps=87.6 (overall: 136.1) avg_msec=2999.296 (overall: 2909.319)
                                                                     
SET: rps=90.9 (overall: 136.1) avg_msec=2999.296 (overall: 2909.331)
                                                                     
SET: rps=131.5 (overall: 136.1) avg_msec=2999.296 (overall: 2909.347)
                                                                      
SET: rps=127.5 (overall: 136.1) avg_msec=2999.296 (overall: 2909.363)
                                                                      
SET: rps=115.5 (overall: 136.1) avg_msec=2999.296 (overall: 2909.378)
                                                                      
SET: rps=127.5 (overall: 136.1) avg_msec=2999.296 (overall: 2909.394)
                                                                      
SET: rps=87.6 (overall: 136.1) avg_msec=2999.296 (overall: 2909.405)
                                                                     
SET: rps=112.0 (overall: 136.1) avg_msec=2999.296 (overall: 2909.419)
                                                                      
SET: rps=139.4 (overall: 136.1) avg_msec=2999.296 (overall: 2909.436)
                                                                      
SET: rps=107.1 (overall: 136.1) avg_msec=2999.296 (overall: 2909.450)
                                                                      
SET: rps=124.0 (overall: 136.1) avg_msec=2999.296 (overall: 2909.465)
                                                                      
SET: rps=123.5 (overall: 136.1) avg_msec=2999.296 (overall: 2909.481)
                                                                      
SET: rps=124.0 (overall: 136.1) avg_msec=2999.296 (overall: 2909.496)
                                                                      
SET: rps=107.6 (overall: 136.1) avg_msec=2999.296 (overall: 2909.510)
                                                                      
SET: rps=95.2 (overall: 136.1) avg_msec=2999.296 (overall: 2909.522)
                                                                     
SET: rps=83.7 (overall: 136.1) avg_msec=2999.296 (overall: 2909.532)
                                                                     
SET: rps=75.7 (overall: 136.1) avg_msec=2999.296 (overall: 2909.542)
                                                                     
SET: rps=76.0 (overall: 136.1) avg_msec=2999.296 (overall: 2909.551)
                                                                     
SET: rps=115.5 (overall: 136.0) avg_msec=2999.296 (overall: 2909.566)
                                                                      
SET: rps=79.7 (overall: 136.0) avg_msec=2999.296 (overall: 2909.576)
                                                                     
SET: rps=75.4 (overall: 136.0) avg_msec=2999.296 (overall: 2909.585)
                                                                     
SET: rps=100.0 (overall: 136.0) avg_msec=2999.296 (overall: 2909.598)
                                                                      
SET: rps=79.7 (overall: 136.0) avg_msec=2999.296 (overall: 2909.608)
                                                                     
SET: rps=83.7 (overall: 136.0) avg_msec=2999.296 (overall: 2909.618)
                                                                     
SET: rps=95.6 (overall: 136.0) avg_msec=2999.296 (overall: 2909.630)
                                                                     
SET: rps=83.7 (overall: 136.0) avg_msec=2999.296 (overall: 2909.641)
                                                                     
SET: rps=72.0 (overall: 136.0) avg_msec=2999.296 (overall: 2909.650)
                                                                     
SET: rps=67.5 (overall: 136.0) avg_msec=2999.296 (overall: 2909.658)
                                                                     
SET: rps=71.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.667)
                                                                     
SET: rps=68.0 (overall: 135.9) avg_msec=2999.296 (overall: 2909.676)
                                                                     
SET: rps=84.0 (overall: 135.9) avg_msec=2999.296 (overall: 2909.686)
                                                                     
SET: rps=71.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.695)
                                                                     
SET: rps=63.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.703)
                                                                     
SET: rps=62.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.711)
                                                                     
SET: rps=71.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.720)
                                                                     
SET: rps=63.7 (overall: 135.9) avg_msec=2999.296 (overall: 2909.728)
                                                                     
SET: rps=63.7 (overall: 135.8) avg_msec=2999.296 (overall: 2909.736)
                                                                     
SET: rps=72.0 (overall: 135.8) avg_msec=2999.296 (overall: 2909.745)
                                                                     
SET: rps=63.7 (overall: 135.8) avg_msec=2999.296 (overall: 2909.753)
                                                                     
SET: rps=67.7 (overall: 135.8) avg_msec=2999.296 (overall: 2909.761)
                                                                     
SET: rps=68.0 (overall: 135.8) avg_msec=2999.296 (overall: 2909.770)
                                                                     
SET: rps=67.5 (overall: 135.8) avg_msec=2999.296 (overall: 2909.778)
                                                                     
SET: rps=63.7 (overall: 135.8) avg_msec=2999.296 (overall: 2909.786)
                                                                     
SET: rps=83.7 (overall: 135.8) avg_msec=2999.296 (overall: 2909.796)
                                                                     
SET: rps=75.7 (overall: 135.7) avg_msec=2999.296 (overall: 2909.806)
                                                                     
SET: rps=67.7 (overall: 135.7) avg_msec=2999.296 (overall: 2909.814)
                                                                     
SET: rps=75.7 (overall: 135.7) avg_msec=2999.296 (overall: 2909.824)
                                                                     
SET: rps=67.7 (overall: 135.7) avg_msec=2999.296 (overall: 2909.832)
                                                                     
SET: rps=60.0 (overall: 135.7) avg_msec=2999.296 (overall: 2909.840)
                                                                     
SET: rps=63.5 (overall: 135.7) avg_msec=2999.296 (overall: 2909.848)
                                                                     
SET: rps=63.7 (overall: 135.7) avg_msec=2999.296 (overall: 2909.856)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2909.863)
                                                                     
SET: rps=63.7 (overall: 135.6) avg_msec=2999.296 (overall: 2909.871)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2909.878)
                                                                     
SET: rps=64.0 (overall: 135.6) avg_msec=2999.296 (overall: 2909.886)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2909.894)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2909.901)
                                                                     
SET: rps=59.8 (overall: 135.6) avg_msec=2999.296 (overall: 2909.909)
                                                                     
SET: rps=64.0 (overall: 135.6) avg_msec=2999.296 (overall: 2909.917)
                                                                     
SET: rps=63.5 (overall: 135.5) avg_msec=2999.296 (overall: 2909.924)
                                                                     
SET: rps=64.0 (overall: 135.5) avg_msec=2999.296 (overall: 2909.932)
                                                                     
SET: rps=59.8 (overall: 135.5) avg_msec=2999.296 (overall: 2909.940)
                                                                     
SET: rps=55.8 (overall: 135.5) avg_msec=2999.296 (overall: 2909.947)
                                                                     
SET: rps=75.7 (overall: 135.5) avg_msec=2999.296 (overall: 2909.956)
                                                                     
SET: rps=60.0 (overall: 135.5) avg_msec=2999.296 (overall: 2909.964)
                                                                     
SET: rps=59.8 (overall: 135.5) avg_msec=2999.296 (overall: 2909.971)
                                                                     
SET: rps=51.8 (overall: 135.4) avg_msec=2999.296 (overall: 2909.977)
                                                                     
SET: rps=67.7 (overall: 135.4) avg_msec=2999.296 (overall: 2909.986)
                                                                     
SET: rps=72.0 (overall: 135.4) avg_msec=2999.296 (overall: 2909.995)
                                                                     
SET: rps=59.5 (overall: 135.4) avg_msec=2999.296 (overall: 2910.002)
                                                                     
SET: rps=55.8 (overall: 135.4) avg_msec=2999.296 (overall: 2910.009)
                                                                     
SET: rps=47.8 (overall: 135.4) avg_msec=2999.296 (overall: 2910.015)
                                                                     
SET: rps=59.8 (overall: 135.4) avg_msec=2999.296 (overall: 2910.022)
                                                                     
SET: rps=51.8 (overall: 135.3) avg_msec=2999.296 (overall: 2910.029)
                                                                     
SET: rps=48.0 (overall: 135.3) avg_msec=2999.296 (overall: 2910.035)
                                                                     
SET: rps=59.8 (overall: 135.3) avg_msec=2999.296 (overall: 2910.042)
                                                                     
SET: rps=55.8 (overall: 135.3) avg_msec=2999.296 (overall: 2910.049)
                                                                     
SET: rps=55.8 (overall: 135.3) avg_msec=2999.296 (overall: 2910.056)
                                                                     
SET: rps=56.0 (overall: 135.3) avg_msec=2999.296 (overall: 2910.063)
                                                                     
SET: rps=71.4 (overall: 135.3) avg_msec=2999.296 (overall: 2910.072)
                                                                     
SET: rps=76.0 (overall: 135.2) avg_msec=2999.296 (overall: 2910.081)
                                                                     
SET: rps=59.5 (overall: 135.2) avg_msec=2999.296 (overall: 2910.089)
                                                                     
SET: rps=1280.0 (overall: 135.4) avg_msec=2999.296 (overall: 2910.246)
                                                                       
SET: rps=682.5 (overall: 135.5) avg_msec=2999.296 (overall: 2910.331)
                                                                      
SET: rps=438.2 (overall: 135.6) avg_msec=2999.296 (overall: 2910.385)
                                                                      
SET: rps=332.0 (overall: 135.6) avg_msec=2999.296 (overall: 2910.425)
                                                                      
SET: rps=418.3 (overall: 135.7) avg_msec=2999.296 (overall: 2910.477)
                                                                      
SET: rps=250.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.508)
                                                                      
SET: rps=239.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.537)
                                                                      
SET: rps=219.1 (overall: 135.7) avg_msec=2768.095 (overall: 2910.494)
                                                                      
SET: rps=236.0 (overall: 135.8) avg_msec=2249.936 (overall: 2910.279)
                                                                      
SET: rps=227.1 (overall: 135.8) avg_msec=2335.744 (overall: 2910.099)
                                                                      
SET: rps=239.0 (overall: 135.8) avg_msec=2568.977 (overall: 2909.987)
                                                                      
SET: rps=266.9 (overall: 135.8) avg_msec=2779.885 (overall: 2909.939)
                                                                      
SET: rps=167.3 (overall: 135.8) avg_msec=2972.672 (overall: 2909.953)
                                                                      
SET: rps=171.3 (overall: 135.8) avg_msec=2999.296 (overall: 2909.974)
                                                                      
SET: rps=231.1 (overall: 135.9) avg_msec=2999.296 (overall: 2910.003)
                                                                      
SET: rps=196.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.027)
                                                                      
SET: rps=155.4 (overall: 135.9) avg_msec=2999.296 (overall: 2910.046)
                                                                      
SET: rps=192.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.070)
                                                                      
SET: rps=166.7 (overall: 135.9) avg_msec=2999.296 (overall: 2910.090)
                                                                      
SET: rps=163.3 (overall: 135.9) avg_msec=2999.296 (overall: 2910.110)
                                                                      
SET: rps=140.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.127)
                                                                      
SET: rps=139.4 (overall: 135.9) avg_msec=2999.296 (overall: 2910.144)
                                                                      
SET: rps=131.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.161)
                                                                      
SET: rps=131.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.177)
                                                                      
SET: rps=147.4 (overall: 135.9) avg_msec=2999.296 (overall: 2910.195)
                                                                      
SET: rps=142.9 (overall: 135.9) avg_msec=2999.296 (overall: 2910.212)
                                                                      
SET: rps=127.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.228)
                                                                      
SET: rps=131.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.244)
                                                                      
SET: rps=123.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.259)
                                                                      
SET: rps=119.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.274)
                                                                      
SET: rps=116.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.288)
                                                                      
SET: rps=119.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.303)
                                                                      
SET: rps=140.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.320)
                                                                      
SET: rps=111.6 (overall: 135.9) avg_msec=2999.296 (overall: 2910.333)
                                                                      
SET: rps=131.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.349)
                                                                      
SET: rps=135.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.366)
                                                                      
SET: rps=108.0 (overall: 135.9) avg_msec=2999.296 (overall: 2910.379)
                                                                      
SET: rps=131.5 (overall: 135.9) avg_msec=2999.296 (overall: 2910.395)
                                                                      
SET: rps=111.6 (overall: 135.9) avg_msec=2999.296 (overall: 2910.409)
                                                                      
SET: rps=103.6 (overall: 135.9) avg_msec=2999.296 (overall: 2910.421)
                                                                      
SET: rps=103.6 (overall: 135.9) avg_msec=2999.296 (overall: 2910.434)
                                                                      
SET: rps=111.6 (overall: 135.9) avg_msec=2999.296 (overall: 2910.447)
                                                                      
SET: rps=95.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.459)
                                                                     
SET: rps=96.0 (overall: 135.8) avg_msec=2999.296 (overall: 2910.471)
                                                                     
SET: rps=103.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.483)
                                                                      
SET: rps=107.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.496)
                                                                      
SET: rps=111.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.510)
                                                                      
SET: rps=83.7 (overall: 135.8) avg_msec=2999.296 (overall: 2910.520)
                                                                     
SET: rps=119.5 (overall: 135.8) avg_msec=2999.296 (overall: 2910.535)
                                                                      
SET: rps=100.0 (overall: 135.8) avg_msec=2999.296 (overall: 2910.547)
                                                                      
SET: rps=83.7 (overall: 135.8) avg_msec=2999.296 (overall: 2910.557)
                                                                     
SET: rps=95.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.569)
                                                                     
SET: rps=92.0 (overall: 135.8) avg_msec=2999.296 (overall: 2910.580)
                                                                     
SET: rps=91.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.591)
                                                                     
SET: rps=103.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.603)
                                                                      
SET: rps=120.0 (overall: 135.8) avg_msec=2999.296 (overall: 2910.618)
                                                                      
SET: rps=103.6 (overall: 135.8) avg_msec=2999.296 (overall: 2910.631)
                                                                      
SET: rps=96.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.642)
                                                                     
SET: rps=83.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.652)
                                                                     
SET: rps=87.6 (overall: 135.7) avg_msec=2999.296 (overall: 2910.663)
                                                                     
SET: rps=83.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.673)
                                                                     
SET: rps=75.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.682)
                                                                     
SET: rps=83.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.692)
                                                                     
SET: rps=75.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.702)
                                                                     
SET: rps=83.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.712)
                                                                     
SET: rps=83.3 (overall: 135.7) avg_msec=2999.296 (overall: 2910.722)
                                                                     
SET: rps=83.7 (overall: 135.7) avg_msec=2999.296 (overall: 2910.732)
                                                                     
SET: rps=91.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.743)
                                                                     
SET: rps=99.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.755)
                                                                     
SET: rps=87.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.766)
                                                                     
SET: rps=83.7 (overall: 135.6) avg_msec=2999.296 (overall: 2910.776)
                                                                     
SET: rps=88.0 (overall: 135.6) avg_msec=2999.296 (overall: 2910.786)
                                                                     
SET: rps=75.4 (overall: 135.6) avg_msec=2999.296 (overall: 2910.796)
                                                                     
SET: rps=76.0 (overall: 135.6) avg_msec=2999.296 (overall: 2910.805)
                                                                     
SET: rps=87.3 (overall: 135.6) avg_msec=2999.296 (overall: 2910.815)
                                                                     
SET: rps=87.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.826)
                                                                     
SET: rps=83.7 (overall: 135.6) avg_msec=2999.296 (overall: 2910.836)
                                                                     
SET: rps=99.6 (overall: 135.6) avg_msec=2999.296 (overall: 2910.848)
                                                                     
SET: rps=75.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.857)
                                                                     
SET: rps=95.6 (overall: 135.5) avg_msec=2999.296 (overall: 2910.869)
                                                                     
SET: rps=103.6 (overall: 135.5) avg_msec=2999.296 (overall: 2910.881)
                                                                      
SET: rps=95.2 (overall: 135.5) avg_msec=2999.296 (overall: 2910.893)
                                                                     
SET: rps=80.0 (overall: 135.5) avg_msec=2999.296 (overall: 2910.902)
                                                                     
SET: rps=79.4 (overall: 135.5) avg_msec=2999.296 (overall: 2910.912)
                                                                     
SET: rps=75.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.921)
                                                                     
SET: rps=63.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.929)
                                                                     
SET: rps=63.7 (overall: 135.5) avg_msec=2999.296 (overall: 2910.936)
                                                                     
SET: rps=59.8 (overall: 135.5) avg_msec=2999.296 (overall: 2910.944)
                                                                     
SET: rps=63.7 (overall: 135.4) avg_msec=2999.296 (overall: 2910.951)
                                                                     
SET: rps=59.8 (overall: 135.4) avg_msec=2999.296 (overall: 2910.959)
                                                                     
SET: rps=67.7 (overall: 135.4) avg_msec=2999.296 (overall: 2910.967)
                                                                     
SET: rps=63.7 (overall: 135.4) avg_msec=2999.296 (overall: 2910.974)
                                                                     
SET: rps=68.0 (overall: 135.4) avg_msec=2999.296 (overall: 2910.983)
                                                                     
SET: rps=71.7 (overall: 135.4) avg_msec=2999.296 (overall: 2910.991)
                                                                     
SET: rps=115.5 (overall: 135.4) avg_msec=2999.296 (overall: 2911.005)
                                                                      
SET: rps=115.5 (overall: 135.4) avg_msec=2999.296 (overall: 2911.019)
                                                                      
SET: rps=72.0 (overall: 135.4) avg_msec=2999.296 (overall: 2911.028)
                                                                     
SET: rps=71.7 (overall: 135.3) avg_msec=2999.296 (overall: 2911.036)
                                                                     
SET: rps=71.7 (overall: 135.3) avg_msec=2999.296 (overall: 2911.045)
                                                                     
SET: rps=72.0 (overall: 135.3) avg_msec=2999.296 (overall: 2911.053)
                                                                     
SET: rps=71.7 (overall: 135.3) avg_msec=2999.296 (overall: 2911.062)
                                                                     
SET: rps=67.7 (overall: 135.3) avg_msec=2999.296 (overall: 2911.070)
                                                                     
SET: rps=83.7 (overall: 135.3) avg_msec=2999.296 (overall: 2911.080)
                                                                     
SET: rps=95.6 (overall: 135.3) avg_msec=2999.296 (overall: 2911.092)
                                                                     
SET: rps=71.4 (overall: 135.3) avg_msec=2999.296 (overall: 2911.100)
                                                                     
SET: rps=87.6 (overall: 135.3) avg_msec=2999.296 (overall: 2911.111)
                                                                     
SET: rps=99.6 (overall: 135.3) avg_msec=2999.296 (overall: 2911.123)
                                                                     
SET: rps=79.7 (overall: 135.2) avg_msec=2999.296 (overall: 2911.132)
                                                                     
SET: rps=79.7 (overall: 135.2) avg_msec=2999.296 (overall: 2911.142)
                                                                     
SET: rps=87.6 (overall: 135.2) avg_msec=2999.296 (overall: 2911.153)
                                                                     
SET: rps=87.6 (overall: 135.2) avg_msec=2999.296 (overall: 2911.163)
                                                                     
SET: rps=64.0 (overall: 135.2) avg_msec=2999.296 (overall: 2911.171)
                                                                     
SET: rps=59.5 (overall: 135.2) avg_msec=2999.296 (overall: 2911.178)
                                                                     
SET: rps=55.8 (overall: 135.2) avg_msec=2999.296 (overall: 2911.185)
                                                                     
SET: rps=71.7 (overall: 135.2) avg_msec=2999.296 (overall: 2911.193)
                                                                     
SET: rps=60.0 (overall: 135.1) avg_msec=2999.296 (overall: 2911.200)
                                                                     
SET: rps=59.8 (overall: 135.1) avg_msec=2999.296 (overall: 2911.207)
                                                                     
SET: rps=55.8 (overall: 135.1) avg_msec=2999.296 (overall: 2911.214)
                                                                     
SET: rps=59.8 (overall: 135.1) avg_msec=2999.296 (overall: 2911.221)
                                                                     
SET: rps=55.8 (overall: 135.1) avg_msec=2999.296 (overall: 2911.228)
                                                                     
SET: rps=1454.2 (overall: 135.3) avg_msec=2999.296 (overall: 2911.402)
                                                                       
SET: rps=808.0 (overall: 135.5) avg_msec=2999.296 (overall: 2911.498)
                                                                      
SET: rps=426.3 (overall: 135.5) avg_msec=2999.296 (overall: 2911.548)
                                                                      
SET: rps=334.7 (overall: 135.5) avg_msec=2999.296 (overall: 2911.588)
                                                                      
SET: rps=328.0 (overall: 135.6) avg_msec=2999.296 (overall: 2911.627)
                                                                      
SET: rps=274.9 (overall: 135.6) avg_msec=2976.790 (overall: 2911.651)
                                                                      
SET: rps=304.0 (overall: 135.6) avg_msec=2548.520 (overall: 2911.502)
                                                                      
SET: rps=231.1 (overall: 135.7) avg_msec=1897.295 (overall: 2911.186)
                                                                      
SET: rps=211.2 (overall: 135.7) avg_msec=2093.056 (overall: 2910.952)
                                                                      
SET: rps=183.3 (overall: 135.7) avg_msec=2330.936 (overall: 2910.808)
                                                                      
SET: rps=236.0 (overall: 135.7) avg_msec=2550.923 (overall: 2910.694)
                                                                      
SET: rps=183.3 (overall: 135.7) avg_msec=2752.957 (overall: 2910.655)
                                                                      
SET: rps=175.3 (overall: 135.7) avg_msec=2956.847 (overall: 2910.666)
                                                                      
SET: rps=155.4 (overall: 135.7) avg_msec=2999.296 (overall: 2910.685)
                                                                      
SET: rps=148.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.702)
                                                                      
SET: rps=147.4 (overall: 135.7) avg_msec=2999.296 (overall: 2910.720)
                                                                      
SET: rps=152.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.738)
                                                                      
SET: rps=135.5 (overall: 135.7) avg_msec=2999.296 (overall: 2910.754)
                                                                      
SET: rps=148.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.772)
                                                                      
SET: rps=154.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.790)
                                                                      
SET: rps=196.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.814)
                                                                      
SET: rps=143.4 (overall: 135.7) avg_msec=2999.296 (overall: 2910.831)
                                                                      
SET: rps=150.8 (overall: 135.7) avg_msec=2999.296 (overall: 2910.849)
                                                                      
SET: rps=136.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.865)
                                                                      
SET: rps=131.5 (overall: 135.7) avg_msec=2999.296 (overall: 2910.881)
                                                                      
SET: rps=111.6 (overall: 135.7) avg_msec=2999.296 (overall: 2910.894)
                                                                      
SET: rps=115.1 (overall: 135.7) avg_msec=2999.296 (overall: 2910.908)
                                                                      
SET: rps=127.5 (overall: 135.7) avg_msec=2999.296 (overall: 2910.923)
                                                                      
SET: rps=120.0 (overall: 135.7) avg_msec=2999.296 (overall: 2910.937)
                                                                      
SET: rps=115.5 (overall: 135.7) avg_msec=2999.296 (overall: 2910.951)
